created_at,twitter_id,text,user_id,user_name,screen_name,followers_count,friends_count,profile_image,retweet_count,favorite_count,lang,latitude,longitude,place_type,place_name,place_full_name,country_code,country,disaster_type,date
2019-08-01 09:03:00,1156852819225432065,"RT @KenRoth: New outrage in Sudan after the Rapid Support Forces, the paramilitary group run by Lt. Gen. Mohamed Hamdan who is also deputy chief of the ruling military council, opened fire on protesting high school students, killing four plus an adult. https://t.co/HX1wMCUTmy https://t.co/YK90ROTlN8",14700316,Human Rights Watch,hrw,4034128,19227,http://pbs.twimg.com/profile_images/649554726212739073/wK-k9v5P_normal.png,11,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:03:00,1156852819074281478,RT @Pikturit_: #RT @Independent: Flood warnings issued and army called in as bridges collapse amid torrential rain https://t.co/3BQnnkW3xe,1117546718646521857,Engineering Failures,EngineeringFai4,245,10,http://pbs.twimg.com/profile_images/1117546906878500864/G_AapN5e_normal.png,1,0,en,,,,,,,,flood,2019-08-01
2019-08-01 09:02:59,1156852816566050817,"RT @RadioElshinta: Sambutan masyarakat saat ekspedisi desa tangguh bencana tsunami bergerak dari Kabupaten Kebumen menuju Kabupaten Cilacap, Jawa Tengah, Kamis (1/8). (Joi) #EDT2019 #elshintaedisisiang @BNPB_Indonesia https://t.co/kxcAG9FMDh",346303384,BNPB Indonesia,BNPB_Indonesia,186501,249,http://pbs.twimg.com/profile_images/1472158182/LOGO-BNPB-BOX_normal.jpg,3,0,in,,,,,,,,tsunami,2019-08-01
2019-08-01 09:02:59,1156852815332954112,"RT @AskAnshul: Yesterday:

1. Palwal: Cow smugglers killed Gopal as he attempted to rescue stolen cattle #GopalLynched

2. Alwar: Cow smugglers opened fire at the Villagers

Few days ago:

3. Bengal: BSF jawan Rehman loses hand in bomb attack by cow smugglers

Shhhh kuch mat bolo Secularism hai",1112951682969698304,anotherpeerson,AnotherPeerson2,242,308,http://pbs.twimg.com/profile_images/1144417042302414848/rmgUseyr_normal.png,797,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:58,1156852813286268928,"RT @FDNY: #FDNY members remain on scene of a 4-alarm fire, 259 Monitor Street. in #Brooklyn. There are currently five non-life-threatening injuries to firefighters. https://t.co/FTWtlw0dqJ",769138068,Yan Kaner,Ykaner89,1364,2938,http://pbs.twimg.com/profile_images/1096307012181348354/yrKaA97w_normal.jpg,4,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:58,1156852812766048257,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",926419848615174145,𝓘𝔃𝔃𝓪𝓽 𝓲𝓶𝓻𝓪𝓷,IzzatImran6,38,123,http://pbs.twimg.com/profile_images/1142050246102417408/RwDjGJGm_normal.jpg,62489,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:58,1156852812191543302,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",746981456,BallOoN 🎈,medopss,806,756,http://pbs.twimg.com/profile_images/1155732490717470721/HldAsTwG_normal.jpg,62489,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:58,1156852811813965824,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",359001985,IG @StupidAnthony,StupidAnthony,963,1029,http://pbs.twimg.com/profile_images/484259315381833728/t-_uVCG5_normal.jpeg,62489,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:58,1156852811449217024,Fire_God_K4NTI11191449057778933791156852737968988162,1041926292,renj,huajng,11,11,http://pbs.twimg.com/profile_images/1144075937668980738/cVyPSSw1_normal.jpg,0,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:57,1156852810639663104,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",418338821,linda,lindahoangdo,321,241,http://pbs.twimg.com/profile_images/1130468012585291777/-kJRSm9I_normal.jpg,62489,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:57,1156852810497110016,RT @edisznn: when you realize that the song you always skipped was actually fire https://t.co/pA96Bgy1qn,1052955594808840193,irene🏰,imbettxx,101,141,http://pbs.twimg.com/profile_images/1127940931171311616/gAxtIox8_normal.jpg,49798,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:57,1156852808785616896,"RT @ChrisEvans: Wow. The complete lack of sympathy, respect, and general awareness is astonishing. Also, I would carry my kid through fire if it meant escaping hell. https://t.co/FPt9gJOuEA",1309615393,Bryan Breda,bryanbreda6,221,284,http://pbs.twimg.com/profile_images/740740793527328768/UVeArvDN_normal.jpg,63002,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:57,1156852808202752000,"RT @stillwater__: jooheon: oli, it’s fire! firetruck is coming! 
oli: uncle pls 😒 do you think i’m five or something? https://t.co/OJR0oi6EBG",4032563225,{MOON},MoonCactus09,60,271,http://pbs.twimg.com/profile_images/1145795911886483456/1OZdFPXS_normal.jpg,415,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:57,1156852807468822528,"RT @ChrisEvans: Wow. The complete lack of sympathy, respect, and general awareness is astonishing. Also, I would carry my kid through fire if it meant escaping hell. https://t.co/FPt9gJOuEA",4817160557,blossom,ShitCharLOTSays,78,255,http://pbs.twimg.com/profile_images/1152116209531478017/cMvks3lU_normal.jpg,63003,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:57,1156852806873038849,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",134237990,mich,trystlauren,44,114,http://pbs.twimg.com/profile_images/1108994612645892097/WPSvanjc_normal.jpg,62489,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:56,1156852805702782976,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",1153286526140239874,Hassan,7_saaan,6,105,http://pbs.twimg.com/profile_images/1153777162266091520/AfFZ5rfW_normal.jpg,62489,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:56,1156852805312774146,RT @edisznn: when you realize that the song you always skipped was actually fire https://t.co/pA96Bgy1qn,949588960027672576,chanel,SAINTLOONGI,538,647,http://pbs.twimg.com/profile_images/1154804455264546816/x5XoOGMT_normal.jpg,49798,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:56,1156852805174464512,"RT @_jaztv: 1. he hit every single note so effortlessly and perfectly. all in a train station... ya don’t understand how difficult that is.

2. the harmonizing in the back? fire. 

 so i had to bring this back to the tl bc he fucking killed this. https://t.co/onvbFCop97",1043776769713721345,Ari🍯,itsmeariana1,254,303,http://pbs.twimg.com/profile_images/1103509509413240832/qIv5mHUW_normal.jpg,62489,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:56,1156852804968828928,"RT @AskAnshul: Yesterday:

1. Palwal: Cow smugglers killed Gopal as he attempted to rescue stolen cattle #GopalLynched

2. Alwar: Cow smugglers opened fire at the Villagers

Few days ago:

3. Bengal: BSF jawan Rehman loses hand in bomb attack by cow smugglers

Shhhh kuch mat bolo Secularism hai",957180018903273472,Arkin Kaul,arkinkaul,111,271,http://pbs.twimg.com/profile_images/1015515324010061824/0oDVPxwx_normal.jpg,797,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:56,1156852804184694784,"RT @AVFCOfficial: @TomHeatonGK HeatOn's on fire...🎶🔥

#HeatonsHere #AVFC https://t.co/yHKdZBGTiD",2503869378,Nick,NickRedV,1444,1669,http://pbs.twimg.com/profile_images/490433480405180416/_quCtjEy_normal.png,37,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:55,1156852802230136832,Eu a Luiza começarmos a jogar Free Fire às 23:00 horas e paramos só agora. Auge.,962170332135215104,𝕭𝖊𝖎𝖏𝖆-𝖋𝖑𝖔𝖗.,rosesandeath,16240,14954,http://pbs.twimg.com/profile_images/1154323992469221376/N2OmqtkC_normal.jpg,0,0,pt,,,,,,,,fire,2019-08-01
2019-08-01 09:02:55,1156852802167222273,"RT @InfosFrancaises: 🇨🇳 Chine : une piscine à vagues artificielles ""défectueuse"" a provoqué un tsunami de 3 mètres dans un parc de Shuiyun, faisant 44 blessés (Xinhua).
https://t.co/cx29l5XsWd",161521372,Charlie 🐨,NahmanWHY,118,720,http://pbs.twimg.com/profile_images/1154503682874105864/598gM-K__normal.jpg,693,0,fr,,,,,,,,tsunami,2019-08-01
2019-08-01 09:02:55,1156852798975176705,"RT @AskAnshul: Yesterday:

1. Palwal: Cow smugglers killed Gopal as he attempted to rescue stolen cattle #GopalLynched

2. Alwar: Cow smugglers opened fire at the Villagers

Few days ago:

3. Bengal: BSF jawan Rehman loses hand in bomb attack by cow smugglers

Shhhh kuch mat bolo Secularism hai",1052062180147949570,🇮🇳Suresh Rao Kaundinya🇮🇳,RaoSuresh2,2322,1769,http://pbs.twimg.com/profile_images/1156013479079190529/bO56pshM_normal.jpg,797,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:55,1156852798664970240,"RT @AndrewOmuge30: God, may this new month come with all Blessings! May evil acts our enemies are plannin against us back fire unto them, may we get good paying jobs &amp; finally may we live a happy life with our friends &amp; family while ripping Big Lord 🙏",87701984,L I N D A N I🇿🇦,EraError,8453,8652,http://pbs.twimg.com/profile_images/1156147542511554560/H7bAZ7ej_normal.jpg,11,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:55,1156852798581104640,There’s no smoke without fire. Our champions take on Australia at Edgbaston for the start of the Ashes series. #MakeYourMark #Ashes #TheAshes #EngvAus https://t.co/NmfEke1mng,1136773957,New Balance Cricket,NBCricket,13998,559,http://pbs.twimg.com/profile_images/1004379042336923653/efQp4e8K_normal.jpg,0,0,en,,,,,,,,fire,2019-08-01
2019-08-01 09:02:54,1156852798014857216,"RT @IDF: Over the last few hours, an IDF officer and 2 soldiers were wounded after a terrorist from Gaza breached the security fence into Israel and opened fire at them.

The troops responded by shooting and killing the terrorist. 

We also targeted a Hamas military post in Gaza. https://t.co/snyNG5mO95",337777764,Teddy Mcnabb,McnabbTeddy,4459,2672,http://pbs.twimg.com/profile_images/1071620643869876224/dmyezh1Z_normal.jpg,325,0,en,,,,,,,,fire,2019-08-01
